,channel_name,subscribers,views,videos,published_date,channel_title,channel_id
1191,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UCVHAYGXptVYD_1hXgdmohvQ
1192,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UCqRNhukhtRzqAKLi4PU7noQ
1193,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UCYxXdWRktQmnpoW9M6LS8GA
1194,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UCewpdIWOiedpGfcyHxvNbtw
1195,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UC2wo1S0CQ3iynnGNDcXaKWw
1196,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UCvWOJZj0O9KenBbNF_RADNQ
1197,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UChIVKSEWCp_57XK4jKGhJiQ
1198,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UCJqK3bPFJr5WVPKvtuZjSdA
1199,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UCSwTlL3FHopn77IwFSEyGzA
1200,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UCjumkEO3LS8qlRZ331DR5HQ
1201,Data Analyst,0,58,1,2022-02-02T09:30:31.487179Z,Data Analyst,UCmgMd8uJJF7yW28U1OEzTmg
1214,FORMASYS,23600,1331371,147,2014-11-04T22:27:17Z,FORMASYS,UCiDy_8ig36GuMQ1FCYIv_6w
1216,1Bfreeedu,741,24581,96,2021-08-02T13:42:16.335793Z,1Bfreeedu,UCasRCDBhvaYQeb_W11G7U6w
1218,Artefact,557,104391,231,2016-05-09T18:40:37Z,Artefact,UCkTs8Ci3jJJJNNhLpTK7kHg
1220,Michele Moneywell,11,0,0,2011-10-24T17:19:33Z,Michele Moneywell,UCuTd65SswZXvTcLkp094diQ
1222,DataGarage,60,695,15,2022-06-22T01:29:12.84483Z,DataGarage,UCwAsnLbyt87_TeGAKOkbm2w
1224,Khan Academy,7390000,1986738450,8318,2006-11-17T02:12:21Z,Khan Academy,UC4a-Gbdw7vOaccHmFo40b9g
1226,M. A.,8,492,2,2012-05-17T17:12:45Z,M. A.,UCSEDSajvNn0iRSOBCVsJxKg
1228,surender971,2,0,0,2010-03-16T11:26:01Z,surender971,UCati29Vkq1c32VMYnPmImjA
1230,satish thota,0,0,0,2013-04-23T20:35:28Z,satish thota,UCJO3xt7Gt9hj2LN608gWo7Q
1232,Thao Do,10,6350,44,2013-02-22T13:55:14Z,Thao Do,UCydE4TnsS9Vip4fq5wljUiQ
1234,Fireblaze AI School,507,10050,25,2018-12-16T08:10:03Z,Fireblaze AI School,UCNkAGVBOPD2427gKGgsPcfw
1236,Mooc Cyu,30,2342,144,2021-10-13T14:32:22.840533Z,Mooc Cyu,UC9P2sNje-yXU21VM26RJvNA
1238,KarachiDotAI,700,7247,163,2014-04-30T16:06:14Z,KarachiDotAI,UCizkHmG3886c5tAtsi4Ip9Q
1240,Preeti Sondhi,2240,49964,52,2012-09-17T20:42:18Z,Preeti Sondhi,UCE5MkQ1WJirFaNAKe01ncQQ
1242,Raj 96,1,0,0,2016-11-19T12:42:27Z,Raj 96,UCn6dBXoHi757V9kl9wIvq6A
1244,Chandoo,283000,20713363,378,2009-05-02T06:44:42Z,Chandoo,UC8uU_wruBMHeeRma49dtZKA
1246,Stephen Wieschhaus,1,0,0,2010-08-17T02:29:11Z,Stephen Wieschhaus,UCkIrZ_fWD5XEDfYQnCOKX_g
1248,osama elzorkany,0,5,1,2008-11-01T03:42:01Z,osama elzorkany,UCT7TGUX4mC2jtP1SNe3mJsA
1250,Rene Reynaldo,1,0,0,2013-10-01T03:11:38Z,Rene Reynaldo,UCrQSsRysnCkRgCmQdQWd-tA
1252,Machine Learnia,96800,5171868,74,2019-03-10T15:45:43Z,Machine Learnia,UCmpptkXu8iIFe6kfDK5o7VQ
1254,Antonio Castaneda,11,0,0,2006-12-26T08:39:02Z,Antonio Castaneda,UCwqXCee_nt1Ij5rjQKKgD9w
1256,Vikas Jha,0,0,0,2017-06-02T16:00:06Z,Vikas Jha,UCAU_OnGDBmXqCYVfF4ZMfSQ
1258,Matt Brattin,5550,159943,45,2006-10-17T04:51:22Z,Matt Brattin,UC6peudLHxLH3F1lPsiSOy-w
1260,Maria Paula Kugler,0,0,0,2011-10-08T04:03:29Z,Maria Paula Kugler,UCZpbhmHY_b54FXd_Oiwx1dg
1262,J.A DATATECH CONSULTING,2950,185446,350,2020-03-25T18:20:57.054226Z,J.A DATATECH CONSULTING,UCpd56FfjlkKbkHlbgY6XE3w
1264,Profis tem,0,11,1,2018-12-07T11:47:14Z,Profis tem,UCwfayuXKjKgj_gHvc1A0XOQ
1266,Emanuel Flores,10,0,0,2014-03-31T03:13:34Z,Emanuel Flores,UCxu5MXxu5OyeXUNdmno5R_A
1268,Yaya Koita,0,15,1,2012-12-18T23:10:17Z,Yaya Koita,UCjETmlTR2WT3_cw7EjqTVKQ
1270,seemant ranjan,0,0,0,2020-05-24T10:58:35.208327Z,seemant ranjan,UCUzTPnzNGBxIF6BYs4MYDjw
1272,Mohammed Tayseer,7,286,5,2014-08-19T08:55:56Z,Mohammed Tayseer,UC-fdXuwF6P93DwErx3phNSA
1274,Parrisite,119,21077,429,2021-02-09T16:44:44.659528Z,Parrisite,UCxMpywrRcd5ZI9YKpx-aQcQ
1276,Ann Mackend,1,0,0,2013-11-23T00:33:40Z,Ann Mackend,UCAo_K8DMq-QZc8al7UQi5PQ
1278,Immi Tai,1,111,4,2009-08-02T20:05:17Z,Immi Tai,UCB1xhG4hPZ9ssHrGJep-Uwg
1280,Ashish Kumar Jha,0,0,0,2015-10-22T11:38:34Z,Ashish Kumar Jha,UChrB44bqZnQ27QJWiJqSemQ
1282,abhay maurya,1,0,0,2013-07-20T07:02:42Z,abhay maurya,UCecnlaUFIVEZXLotbkeViyg
1284,Diogo G.,1,0,0,2011-10-13T11:13:16Z,Diogo G.,UCJyBTauAYJojKiESz8GYt-w
1286,jcl322,0,28,2,2007-08-27T01:19:34Z,jcl322,UCazYhOY66OWOP516MKmsWDA
1288,Yuri Da Silva,5,5756,5,2006-09-15T04:13:30Z,Yuri Da Silva,UC_IAKNdjRkPDM8gWou0oX0w
1290,Wayne Cheong,3,129,2,2006-05-05T12:54:52Z,Wayne Cheong,UCcHR_I9ZBHtptZWY50hZItA
1292,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCr-eE8o5TjGm7I1gA8N4NIg
1293,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCVHAYGXptVYD_1hXgdmohvQ
1294,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCqRNhukhtRzqAKLi4PU7noQ
1295,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCYxXdWRktQmnpoW9M6LS8GA
1296,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCewpdIWOiedpGfcyHxvNbtw
1297,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UC2wo1S0CQ3iynnGNDcXaKWw
1298,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCvWOJZj0O9KenBbNF_RADNQ
1299,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UChIVKSEWCp_57XK4jKGhJiQ
1300,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCJqK3bPFJr5WVPKvtuZjSdA
1301,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCSwTlL3FHopn77IwFSEyGzA
1302,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCjumkEO3LS8qlRZ331DR5HQ
1303,Data Analyst,80,5371,23,2020-08-29T02:02:17.469511Z,Data Analyst,UCmgMd8uJJF7yW28U1OEzTmg
1316,Amrutha V.P,0,0,0,2014-09-06T10:32:48Z,Amrutha V.P,UCXYDHOcAUqaR0qyboSnYNxQ
1318,Packt Video,83400,14005958,10546,2012-09-24T06:04:14Z,Packt Video,UC3VydBGBl132baPCLeDspMQ
1320,cyber school,8210,308538,290,2019-12-19T18:52:02.419411Z,cyber school,UCxmoqm-mAVVXXcOKDG6OpNQ
1322,Himanshi J,0,0,0,2013-02-25T11:56:22Z,Himanshi J,UCSoswFOM8JgEM95MJpH_r0w
1324,Shafiqul Islam Tuhin,3,0,0,2014-06-05T13:13:22Z,Shafiqul Islam Tuhin,UC7uGRxTkYqxKNA7r2S_uIQA
1326,kapten shawn,10,223,7,2020-05-25T17:14:07.058888Z,kapten shawn,UC2yG_Qfod20aFRqAvbJ2wHA
1328,SARNENDU PRADHAN,0,0,0,2021-08-27T11:33:06.008051Z,SARNENDU PRADHAN,UC2ebNA29oAVueutF1Z0VVDg
1330,Ebbs Martey,2,76,4,2009-11-09T01:25:11Z,Ebbs Martey,UCaTc-5o_nptygqsr3ttztgQ
1332,Jayed Hussain,1,0,0,2013-12-28T00:00:41Z,Jayed Hussain,UCiPhD0bc5krFn4OKeNoPITQ
1334,Sulav Shrestha,4,73,1,2013-09-08T16:18:25Z,Sulav Shrestha,UCfH1BHAFldghBCuqX1O4qEQ
1336,BitTiger官方频道 BitTiger Official Channel,35600,1440763,623,2016-01-18T15:43:55Z,BitTiger官方频道 BitTiger Official Channel,UCrTVwxlwmn2CJINfuaiLB1Q
1338,Becky Pang - Data Analyst 求职和职场攻略,382,12840,37,2008-11-11T00:14:31Z,Becky Pang - Data Analyst 求职和职场攻略,UCAGQgOvJbfVT5Bz_6GXHt4Q
1340,Jorge Romero,0,0,0,2021-07-23T13:49:09.377184Z,Jorge Romero,UC4Apf_qvb1ud1qSs8xM56BA
1342,Artyom Nedelko,0,0,0,2020-08-25T10:29:31.569691Z,Artyom Nedelko,UCEfsm0J_ypfXxDDLvHTl2xA
1344,aiQuest Intelligence,1060,3673,24,2019-09-03T06:25:47Z,aiQuest Intelligence,UC0zE2Xmvmv2W0PDWqCEyCQw
1346,Farris Qureshi,0,22,2,2014-02-04T03:46:34Z,Farris Qureshi,UCd9cYKp_W_9LwAxu64w-rDQ
1348,Sasi Dhar,0,0,0,2018-04-27T19:28:16Z,Sasi Dhar,UC0hXD2EBIyBZZ5SxvNgDcXg
1350,keshav aggarwal,0,0,0,2013-09-01T16:53:55Z,keshav aggarwal,UCyjQ0BecqLUAo46vSIIf5bQ
1352,Nick Thomaidis,6,0,0,2015-08-29T22:25:32Z,Nick Thomaidis,UCemhL-_dp8pIX8v98U4xPJA
1354,Viral Host Media,0,13,2,2017-01-04T14:59:33Z,Viral Host Media,UCP7AeIzfflj4Snv_v0aRZQw
1356,Clei and,0,128,24,2013-09-05T23:51:57Z,Clei and,UCr3I7JflCT4QvtijSeooqug
1358,swirlcrop,99,0,0,2008-09-28T23:59:34Z,swirlcrop,UCWVRgdp5Qiz_wOZLWMjcBAw
1360,Abdelsattar Amin,0,0,0,2013-05-02T21:50:04Z,Abdelsattar Amin,UCSlOzYWypZr8QE1gRPtkUmg
1362,Abhishek Verma,0,0,0,2012-09-11T17:24:08Z,Abhishek Verma,UCsokDQw32MNZu7CQ77wOmdQ
1364,Karim Wahba,0,0,0,2012-10-29T22:46:01Z,Karim Wahba,UCAsDLK8HCpkkssPtqeIP_zQ
1366,Wilmer Torres,3,0,0,2014-02-20T00:56:43Z,Wilmer Torres,UCiroGJMIr7-fAJMLpWJYY9g
1368,shipra shetty,0,0,0,2020-08-28T06:44:15.116424Z,shipra shetty,UCPLZdNyZAxMEL5Ddd93q-Eg
1370,Gauri Todkari,0,0,0,2013-02-28T03:49:11Z,Gauri Todkari,UCp3XDGzVjRU_zfdkDM2FjIg
1372,Fauzi Arda,0,36,1,2014-06-20T08:48:03Z,Fauzi Arda,UCLlQyoA3phIu7byAQ55mYfw
1374,Krish Naik Hindi,39700,1026583,343,2017-12-04T15:09:42Z,Krish Naik Hindi,UCjWY5hREA6FFYrthD0rZNIw
1376,M Nurul Muttaqin,17,89,1,2014-11-30T05:07:59Z,M Nurul Muttaqin,UCO8fQXqBnYXFSjWov7WBPHw
1378,Abdul Ali,38,1196,15,2017-03-19T18:45:41Z,Abdul Ali,UCAkxh_d_JrYPsspcaZ3qTMA
1380,INDUSTRY CONNECT,774,125551,435,2014-06-15T21:14:02Z,INDUSTRY CONNECT,UCDlfBlRZDPjyrKZU9FJQIUQ
1382,Arkham Knight,0,0,0,2019-11-17T11:03:25.135988Z,Arkham Knight,UC6V416I6cw1m3pKtRRhv5QQ
1384,Teria Agee,0,0,0,2019-04-26T23:08:46Z,Teria Agee,UC0sg5DEbjCz3RsMzPHieYYQ
1386,M A,1,0,0,2013-06-27T22:52:13Z,M A,UCSiWFTFX39VxCPzu65vepxA
1388,Andy xiong,0,0,0,2014-10-26T13:31:36Z,Andy xiong,UCgRBKXoNNHrQUkXYr3ezTfA
1390,Hnin Ei Wai Lwin,0,0,0,2015-08-17T04:10:05Z,Hnin Ei Wai Lwin,UCp3wh9_L4J0aSsHSJRcvtkQ
1392,Artem Serov,4,726,51,2012-02-06T19:59:15Z,Artem Serov,UCizQAdfA7XHUmXM_Ki2xwDQ
1394,Abhi Surana,0,0,0,2010-11-21T22:05:50Z,Abhi Surana,UCcKnooH5bmyLJZEwMbWqnvg
1396,Thắng Nguyễn,0,0,0,2020-12-12T02:25:38.39725Z,Thắng Nguyễn,UCR2q_vJm_xKFCrSteZuuX0w
1398,Eren,1,51,5,2011-10-26T14:16:03Z,Eren,UCrAIWSO6HuzYJe5mqNwmIeQ
1400,3 sisters,1,0,0,2014-01-10T05:22:24Z,3 sisters,UCXbLQCqUJ5VyzpqQ-SKkEyw
1402,Experfy,652,102156,200,2013-11-02T04:58:41Z,Experfy,UCBO6cmewmk-FnEp3T8LxJMA
1404,Nanini Mzamane,9,0,0,2012-10-06T12:50:21Z,Nanini Mzamane,UCmyzKT_4dZov_Gb5pBmuhsQ
1406,Tyger in Data Analyst,45,1269,4,2021-11-28T10:29:58.81484Z,Tyger in Data Analyst,UCW03TgE6kO7SX43sxc0EaWA
1408,getvids123,2,23,1,2009-11-10T12:55:26Z,getvids123,UC-oqbsCFmoV2Dep0VdDzt1g
1410,DataLyfe,723,30605,31,2020-12-08T04:38:10.905235Z,DataLyfe,UCuagyOmcBIkvbdc4nr2SHwA
1412,Sarah Gilliard,0,0,0,2007-03-24T17:21:43Z,Sarah Gilliard,UCu5aaBZDtnRYgNdE2Dyl2QA
1414,Maxwellrpg,49,14361,295,2014-04-19T01:56:24Z,Maxwellrpg,UCkwHtyOnlSHLmltFTXT7yZg
1416,ags911,164,42832,127,2007-03-04T15:45:40Z,ags911,UCRfbpIzAKpb9-fP9csN1ASw
1418,rohit roy,1,0,0,2011-08-05T16:44:37Z,rohit roy,UCryEcwBTz-8eykAQQ3Du65Q
1420,Shaka Nice,3,376,15,2012-07-09T20:33:38Z,Shaka Nice,UCg-P8vyXecX6LJQSJarWXFA
1422,Ita Kristiana,124,5394,3,2013-03-11T06:59:11Z,Ita Kristiana,UC5eQFATj5Ur9OGK_nx_ZQGQ
1424,TECH HUSTLE CULTURE,12,110,8,2020-05-10T17:55:34.076759Z,TECH HUSTLE CULTURE,UCmpitZrU_yN6UfW7DROCc0Q
1426,Ajay Govekar,0,0,0,2012-07-01T14:59:33Z,Ajay Govekar,UCa4Wp4-rL--ktNVyjCzyo7Q
1428,joyal saju,1,16,1,2014-03-28T03:17:07Z,joyal saju,UCa4SKi4a0fMB-htRSIBtc2Q
1430,Alireza Nouri,0,0,0,2011-01-09T08:14:34Z,Alireza Nouri,UCWBSl2e6c2C219jca1JJs-w
1432,fintelics,2670,321956,303,2018-09-26T20:03:50Z,fintelics,UCdmjjwVdTOJWb6WgE7XIFww
1434,satyam kachhap,1,13,1,2012-11-14T19:29:50Z,satyam kachhap,UCOYOa3cEHEhmGH_e1p0eVsg
1436,daniel too,19,0,0,2009-02-17T16:37:00Z,daniel too,UCZ_VAkiBbH9IoyNeHK_wnIQ
1438,Estio Innovation & Development,3,421,6,2019-04-12T14:51:26Z,Estio Innovation & Development,UCSqt8kvNee_1NLMwXnmIUuQ
1440,Kyle Lei,0,40,2,2013-07-03T05:24:01Z,Kyle Lei,UCnHlCliGzZna47Xu_I1g02g
1442,Nuno Ribeiro,52,79,5,2011-10-22T20:07:10Z,Nuno Ribeiro,UCaYb3VINVNo65ZgGehpJIZQ
1444,Yassir El,1,4,1,2014-10-21T16:18:34Z,Yassir El,UCf88Z0DZOEIztrMB5c5zFSw
1446,Tal Seehra - Education,12,1994,175,2022-01-24T09:22:19.397192Z,Tal Seehra - Education,UCMhNUmiIVXl7_vDyy8xFIUA
1448,Yeomens Yobs,646,7313,41,2009-02-04T04:55:36Z,Yeomens Yobs,UCsBZoSb25JEuzZgp9QjRlSw
1450,Ivo Castro,90,19562,15,2012-07-11T21:37:04Z,Ivo Castro,UC9vnK-sdes5t4J-cfLNsnHA
1452,Jackie,2,20,1,2013-07-31T17:25:45Z,Jackie,UCI3UE1549CL7UZGvSBef4RA
1454,Matthew Mccreight,0,0,0,2012-01-19T21:16:43Z,Matthew Mccreight,UC5VBMzJJXrA9rlNoXpBTU5w
1456,S P,0,0,0,2016-12-30T18:55:44Z,S P,UC5AAiQEIvoH2NiMmvfJT5iw
1458,Hedwig 89,85,194824,27,2006-12-23T15:57:30Z,Hedwig 89,UC8dD_7nY33DO-kNYUchZaPg
1460,mahesh joshi,5,195,3,2013-07-26T05:17:39Z,mahesh joshi,UCwuzwIIUF5QuHyxTA8SY49g
1462,Srushti,0,0,0,2020-04-13T09:49:38.439171Z,Srushti,UCbMRjQUw3DIT8dCSqb7cUsA
1464,Vselena,148,30648,8,2011-11-04T19:30:20Z,Vselena,UCCgTYgIPD9pvOwN-TCYRTIA
1466,Kalpana's Creation,2,111,3,2009-03-30T18:08:34Z,Kalpana's Creation,UCPnF40G2jQExH2gIDrit0Qw
1468,Wang nina,0,0,0,2011-12-08T11:02:00Z,Wang nina,UCtHZ-a3h-AnV7rVpvDfLIcw
1470,j lang,0,6,1,2008-07-17T13:47:16Z,j lang,UCevDhHcVyDOBGlTJeN8QmuA
1472,Learning by Sharing,605,6888,16,2012-08-04T03:54:58Z,Learning by Sharing,UCyQnTWOe2LKVTObihrzJBAg
1474,viJai Singh,1,0,0,2011-07-12T15:21:16Z,viJai Singh,UCd_xOJCRfQz_qmDWiqzJssw
1476,Joelin Sinegal,2,0,0,2016-04-13T02:08:49Z,Joelin Sinegal,UCuLmw_SLiJFbTvdIqvr_SGA
1478,kumar shubham,0,0,0,2021-01-05T03:17:06.325111Z,kumar shubham,UCPbg5yeGs2-Q6eKntltT4OQ
1480,Colin Magill,932,1409543,131,2014-08-23T03:10:26Z,Colin Magill,UCpUgz61bKhfR9618Rnq5wOw
1482,Руслан Османбеков,2,18,3,2009-11-07T13:46:52Z,Руслан Османбеков,UCmwqisFDPXg334pSwAKYoTQ
1484,Saida Sheikh Ahmed,1040,17612,34,2013-03-28T05:15:33Z,Saida Sheikh Ahmed,UCazU6c1_pNopx6lh3XyHR7Q
1486,Shelza Sharma,0,0,0,2014-10-14T18:19:17Z,Shelza Sharma,UCJm9N5d-gdR1qYC8c0Mhspg
1488,MZH,0,0,1,2011-11-25T13:16:04Z,MZH,UCtHUxYXQ6cQ1hY-xZakI5bQ
1490,Hamza Nisar,0,0,2,2015-12-11T06:05:25Z,Hamza Nisar,UCsKnsMQqhJBNaGq7Jlym1dQ
1492,impervious ajita,0,0,0,2012-11-30T20:57:50Z,impervious ajita,UCyxbldiYFAvv27RsPCjZAsA
1494,kalpataru7165,0,0,0,2010-08-23T10:46:24Z,kalpataru7165,UClT2TjFY16Zp9vs6QAM6tUQ
1496,DecentR,48,21,1,2016-02-14T18:04:00Z,DecentR,UCFl_HpEElh6ZZ93OiC2A2rw
1498,Pankaj Kalsarpe,0,0,0,2012-02-04T10:02:40Z,Pankaj Kalsarpe,UCfza1pOHsQEm6wUEjB6tshQ
1500,Laureano Nisenbaum,1350,41153,9,2007-09-02T03:55:58Z,Laureano Nisenbaum,UC9bdASZIVvM4rDRBSO5IRUg
1502,Sandipkumar Upadhyay,0,0,0,2017-02-22T12:48:05Z,Sandipkumar Upadhyay,UCRy84VkGyf2eFhSFI6DEr7g
1504,Joachim Isaac,33,1325,18,2017-07-05T15:15:19Z,Joachim Isaac,UC2wfC0JXXWfJ13Fk0Y_CNJw
1506,nishitha cr,0,0,0,2013-03-25T06:54:15Z,nishitha cr,UC2Ozsso9s9Htq00OE8fkpYw
1508,Aditya Rana,0,0,0,2016-04-26T01:21:10Z,Aditya Rana,UC9ToNMcGQXf9J7Ew6UnvpfA
1510,aditya wagh,0,0,0,2013-09-06T12:58:33Z,aditya wagh,UCGnE0w8Pzfg4zlk1snwByoA
1512,Stefany Del Villar,0,0,0,2014-07-21T23:45:50Z,Stefany Del Villar,UCbs6YbbQ_hxJK0Y71WEqXeg
1514,Fahil Ejaz,0,0,0,2014-05-26T19:34:44Z,Fahil Ejaz,UCbftdODo3SN0tVD2vA_FhAQ
1516,ShaikSameer24,1510,139397,250,2018-08-03T11:58:08Z,ShaikSameer24,UCM9-lE2DayJLsSFqYaPeE0A
1518,Thinking Neuron,426,20964,77,2019-01-03T12:40:23Z,Thinking Neuron,UCqb03ZB4sRDvcT7O7DTI_Sg
1520,Kunwar Rawat,32,102,5,2008-06-14T07:34:37Z,Kunwar Rawat,UCKGXB1M7buFlJmYU99TJZfw
1522,Preeti Shukla,4,102,4,2013-04-04T12:07:42Z,Preeti Shukla,UCIyW5U7oeTptI-es7lS3e_Q
1524,sathish kumar,11,0,0,2012-01-11T06:10:45Z,sathish kumar,UCNLYJlUspSkRjn2a1tEdfuw
1526,Kay Jang,4,3595,64,2015-08-22T20:26:58Z,Kay Jang,UCmP7pqdtCvqF9LCTB_K1c6w
1528,Shahnaaz Begum,0,0,0,2014-10-27T11:25:32Z,Shahnaaz Begum,UCQrSGPkgKmM7J1ssENWcyjQ
1530,Nimsarrr,3,0,0,2012-02-14T16:36:20Z,Nimsarrr,UCDyMd50shJluW2YUjUPsQLw
1532,Transition to Data Analyst,0,0,0,2015-03-12T04:34:27Z,Transition to Data Analyst,UCjH9z1AXXV4yjLeAL6Ixt4g
1534,sumedh jaiswal,0,296,2,2011-11-02T14:58:53Z,sumedh jaiswal,UCd6mXnLWD0OWliG0kG_AUzA
1536,Ashwin Goyal,254,70107,43,2012-02-20T12:33:29Z,Ashwin Goyal,UC7a-D9cDmHY0aNfkRk3RdmA
1538,Arioneo,330,116165,97,2016-12-28T17:07:47Z,Arioneo,UCRDCezkQZjv3eXgl41OntQA
1540,Tiago Sousa,1,9,3,2011-11-29T00:05:12Z,Tiago Sousa,UCh0033Nz4wqa28jwX5y5I-Q
1542,Nancy Geng,0,0,0,2016-01-05T06:03:39Z,Nancy Geng,UCD6h_SO44e4wOaycVhZwaiA
1544,Ravinder Singh,0,0,0,2013-05-25T06:39:24Z,Ravinder Singh,UCRXKh43DY5IqFhVK6SwJeRw
1546,Amy G,0,0,0,2012-09-06T03:04:37Z,Amy G,UCFM4oKNtCTRPvnpwWfYSgFg
1548,Sid Rawat,0,0,0,2012-11-13T12:19:43Z,Sid Rawat,UCxrtGXGTsVeOKHj9QR8RI-w
1550,Trang Nguyễn,0,1617,4,2014-11-25T12:31:53Z,Trang Nguyễn,UCexIx_xYY-oSwqPZhZ38dmA
1552,facho facho,1,0,0,2014-05-29T16:27:20Z,facho facho,UCtPHNTeNQHRuZc-fQEQ-Kmw
1554,Ben Etzold,0,201,6,2011-12-17T10:30:59Z,Ben Etzold,UCQ7fo6Wx4ctOmaAglC6c8Ag
1556,Pijus Dey,0,0,0,2020-07-12T05:50:54.165778Z,Pijus Dey,UCpxvQQXV76dvNCsrEATVqnA
1558,anurag choudhary,0,0,0,2016-04-10T05:38:46Z,anurag choudhary,UChcbvwkMb_CFvGvNdbeOHDQ
1560,Mukunth Srinivas,15,0,0,2009-01-17T19:23:50Z,Mukunth Srinivas,UCbOfVWZ4dJ7SuV0_UK9xjuA
1562,Klanjabrik -,3,839,1,2013-09-13T07:55:07Z,Klanjabrik -,UCoRJ6ee7QDYcicBMVO5bFnQ
1564,Mamadou Cissé,2,0,0,2014-10-14T10:30:16Z,Mamadou Cissé,UCn9IbPUgxZqfLn7d84V_FDA
1566,Mani Bijesh,1,141,1,2011-08-12T10:03:43Z,Mani Bijesh,UCYyaxPx_t0H_p26_X70lbrQ
1568,Ionut Caldararu,0,0,0,2015-10-24T10:51:34Z,Ionut Caldararu,UCym_rbMZwui7qnlWvId7q3A
1570,uday singh,0,0,0,2014-08-06T17:18:21Z,uday singh,UCrdAehA-k3FyihFuF00oq7g
1572,Teresa Ramirez,0,0,0,2014-10-09T02:01:31Z,Teresa Ramirez,UCy-E_IynhjcGM9v7PWHPvCQ
1574,Nitin Bharti,0,0,0,2014-05-19T11:45:28Z,Nitin Bharti,UCKHB1IMUohPJbNIMNlE9g0w
1576,Carl Henry D.R PIERROT,0,0,0,2011-10-30T16:41:50Z,Carl Henry D.R PIERROT,UCRFLuFER7v-dfEnsI6X47Yw
1578,Jie Jenn,41800,12681332,936,2007-01-01T22:30:06Z,Jie Jenn,UCvVZ19DRSLIC2-RUOeWx8ug
1580,Beda Prakash,2,415,20,2012-11-10T06:36:48Z,Beda Prakash,UCI0oF1BidH-PkXHHk8G14QA
1582,Mosope Coker,0,65,3,2016-04-10T00:31:04Z,Mosope Coker,UCZTpe02XRRpBAT9TkgZ9Rjg
1584,Angelina Frimpong,1030,26317,22,2013-01-14T15:35:56Z,Angelina Frimpong,UC0HS0EUIgPVrqIbde-2f1GQ
1586,abhishek singh,1,0,0,2020-01-16T05:31:11.626089Z,abhishek singh,UCWq60OqMYl_ScdV1uehnA4w
1588,Tyler Lathan,0,0,0,2014-06-02T14:37:38Z,Tyler Lathan,UCNOl3G3yfO0gIG6jwfzT8aw
1590,Hongpeng Jin,0,0,0,2016-10-07T04:06:10Z,Hongpeng Jin,UCQ1qKPSgGhydUEhAEB_Y_sQ
1592,codenetra,380,5543,39,2022-04-24T08:44:01.54513Z,codenetra,UCot3k3ixKQ12frK0hp7afUA
1594,Hey Silly,15,0,0,2011-12-06T01:14:35Z,Hey Silly,UC4ogWG7bq_W0H0d9yniS4CA
1596,jagadeesh jayaseelan,0,0,0,2012-03-11T07:38:16Z,jagadeesh jayaseelan,UC9jfzi4NzYNl3Lrcr2bwwjg
1598,moumita kar,0,0,0,2014-09-28T17:44:46Z,moumita kar,UC9ukaoVPexXc1fo6-ah23vQ
1600,Data Analyst Toolkit,424,98982,299,2018-06-28T21:46:23Z,Data Analyst Toolkit,UCvD_lrjSm-EJHEAyW7XjHGA
1602,Axel Bond,2,0,0,2014-02-07T17:50:36Z,Axel Bond,UCq7Y_RIRVEa5pEpuuIj7E6Q
1604,Skadoosh,314,32419,99,2022-01-27T06:45:18.913577Z,Skadoosh,UCzIw7XPsA5rW2awZU77y7RQ
1606,Muttevi Gsvastava,0,0,0,2011-09-30T07:47:56Z,Muttevi Gsvastava,UCZEuZVVsP6UBkCCipTxjFCQ
1608,Burzin's Data Science and Business Analyst Channel,1,78,5,2021-05-13T18:11:46.282216Z,Burzin's Data Science and Business Analyst Channel,UCB_hfIBLZmvSBktXDv06acw
1610,Data Specialist,1,6,1,2015-11-20T00:36:42Z,Data Specialist,UCbNSTTyIEctDrSF8BP5Iy6w
